"Date","Price","Open","High","Low","Vol.","Change %"
"03/29/2015","7.15","6.79","7.19","6.79","0.45K","5.77%"
"03/22/2015","6.76","6.97","7.07","6.80","3.76K","-3.98%"
"03/15/2015","7.04","6.39","6.95","6.36","40.95K","8.98%"
"03/08/2015","6.46","6.74","6.82","6.23","7.05K","-5.00%"
"03/01/2015","6.80","7.01","7.03","6.62","6.59K","-4.23%"
"02/22/2015","7.10","7.20","7.74","6.93","18.57K","-3.01%"
"02/15/2015","7.32","7.59","7.79","7.30","1.01K","-4.06%"
"02/08/2015","7.63","6.87","7.59","6.81","1.18K","9.78%"
"02/01/2015","6.95","7.08","7.12","6.85","2.84K","-1.84%"
"01/25/2015","7.08","6.82","7.09","6.77","2.48K","4.12%"
"01/18/2015","6.80","7.07","7.34","6.77","15.62K","-4.63%"
"01/11/2015","7.13","6.65","7.31","6.63","4.45K","6.26%"
"01/04/2015","6.71","6.92","6.92","6.66","2.69K","-4.28%"
"12/28/2014","7.01","7.17","7.26","7.17","0.37K","-4.88%"
"12/21/2014","7.37","7.08","7.10","7.08","0.42K","4.10%"
"12/14/2014","7.08","6.64","7.08","6.58","18.98K","6.31%"
"12/07/2014","6.66","6.65","6.80","6.45","126.55K","0.00%"
"11/30/2014","6.66","7.03","7.13","6.64","119.46K","-5.40%"
"11/23/2014","7.04","7.07","7.21","6.99","73.18K","0.72%"
"11/16/2014","6.99","6.93","6.93","6.91","0.21K","5.75%"
"11/09/2014","6.61","6.66","6.81","6.66","0.21K","-2.07%"
"11/02/2014","6.75","6.50","6.58","6.47","0.24K","6.47%"
"10/26/2014","6.34","6.31","6.31","6.31","1.70K","-0.78%"
"10/19/2014","6.39","6.09","6.22","6.09","3.45K","4.41%"
"10/12/2014","6.12","6.11","6.22","6.11","2.64K","1.66%"
"10/05/2014","6.02","5.50","6.11","5.50","0.04K","6.36%"
"09/28/2014","5.66","5.89","5.89","5.55","6.71K","-4.23%"
"09/21/2014","5.91","6.00","6.00","5.65","3.60K","-1.66%"
"09/14/2014","6.01","5.96","5.98","5.75","0.95K","-0.50%"
"09/07/2014","6.04","6.27","6.30","5.96","0.43K","-3.51%"
"08/31/2014","6.26","6.32","6.37","6.06","5.25K","-1.88%"
"08/24/2014","6.38","6.36","6.44","6.28","0.40K","0.47%"
"08/17/2014","6.35","6.41","6.48","6.28","0.36K","-0.16%"
"08/10/2014","6.36","6.02","6.22","6.02","0.04K","6.71%"
"08/03/2014","5.96","6.27","6.27","5.81","1.86K","-4.79%"
"07/27/2014","6.26","6.07","6.31","6.00","3.86K","2.45%"
"07/20/2014","6.11","6.03","6.17","6.02","1.94K","2.17%"
"07/13/2014","5.98","5.70","6.04","5.70","1.08K","4.55%"
"07/06/2014","5.72","5.54","5.77","5.53","0.50K","1.24%"
"06/29/2014","5.65","5.80","6.08","5.64","3.47K","-1.91%"
"06/22/2014","5.76","5.63","5.87","5.63","5.22K","1.95%"
"06/15/2014","5.65","5.66","5.76","5.53","1.42K","-0.18%"
"06/08/2014","5.66","5.51","5.71","5.39","2.11K","4.04%"
"06/01/2014","5.44","4.94","5.54","4.94","1.58K","7.72%"
"05/25/2014","5.05","5.10","5.22","5.06","2.19K","-1.37%"
"05/18/2014","5.12","4.75","5.28","4.60","13.74K","6.89%"
"05/11/2014","4.79","5.30","5.30","4.67","0.76K","-8.59%"
"05/04/2014","5.24","5.16","5.30","5.07","1.97K","1.16%"
"04/27/2014","5.18","5.22","5.45","5.05","8.01K","2.37%"
"04/20/2014","5.06","5.68","5.74","5.01","2.87K","-8.66%"
"04/13/2014","5.54","5.20","5.57","5.20","3.04K","4.33%"
"04/06/2014","5.31","4.66","5.35","4.66","5.98K","13.46%"
"03/30/2014","4.68","4.29","5.15","3.97","5.51K","7.83%"
"03/23/2014","4.34","6.12","6.12","3.98","17.84K","-29.77%"
"03/16/2014","6.18","6.18","6.20","5.66","1.96K","-1.75%"
"03/09/2014","6.29","6.96","6.97","6.18","5.87K","-8.84%"
"03/02/2014","6.90","7.28","7.28","6.30","2.63K","-2.27%"
"02/23/2014","7.06","7.12","7.19","6.12","12.57K","-0.84%"
"02/16/2014","7.12","6.70","7.05","6.66","5.57K","8.37%"
"02/09/2014","6.57","6.40","6.55","6.23","1.16K","2.50%"
"02/02/2014","6.41","5.85","6.40","5.85","0.64K","16.55%"
"01/26/2014","5.50","5.40","5.54","5.40","3.71K","4.96%"
"01/19/2014","5.24","4.84","5.12","4.84","15.93K","3.76%"
"01/12/2014","5.05","4.55","5.11","4.55","10.13K","11.73%"
"01/05/2014","4.52","4.70","4.73","4.50","1.29K","-3.62%"
"12/29/2013","4.69","4.83","4.99","4.75","0.19K","-4.67%"
"12/22/2013","4.92","4.78","4.95","4.78","0.07K","3.58%"
"12/15/2013","4.75","4.79","4.97","4.63","17.65K","-1.04%"
"12/08/2013","4.80","4.75","5.03","4.65","112.33K","0.21%"
"12/01/2013","4.79","4.35","4.81","4.34","90.43K","9.86%"
"11/24/2013","4.36","4.39","4.58","4.35","114.97K","-1.58%"
"11/17/2013","4.43","4.47","4.56","4.32","0.88K","-1.34%"
"11/10/2013","4.49","4.45","4.71","4.41","2.37K","0.22%"
"11/03/2013","4.48","4.59","4.86","4.50","2.93K","-2.82%"
"10/27/2013","4.61","4.89","5.10","4.77","1.03K","-7.62%"
"10/20/2013","4.99","4.87","4.97","4.58","1.01K","-2.35%"
"10/13/2013","5.11","4.55","5.35","4.53","2.39K","11.09%"
"10/06/2013","4.60","5.08","5.08","4.61","0.31K","-9.63%"
"09/29/2013","5.09","5.30","5.30","5.02","1.92K","-5.57%"
"09/22/2013","5.39","5.25","5.51","5.24","14.35K","0.75%"
"09/15/2013","5.35","5.41","5.86","5.30","3.74K","-0.74%"
"09/08/2013","5.39","5.24","5.70","4.95","3.27K","1.32%"
"09/01/2013","5.32","4.53","5.31","4.37","1.89K","16.92%"
"08/25/2013","4.55","4.44","4.61","4.44","3.56K","2.94%"
"08/18/2013","4.42","4.30","4.51","4.29","0.34K","1.84%"
"08/11/2013","4.34","4.42","4.42","4.25","1.06K","-2.03%"
"08/04/2013","4.43","4.41","4.54","4.41","0.10K","1.37%"
"07/28/2013","4.37","4.30","4.35","4.11","8.82K","1.63%"
"07/21/2013","4.30","4.15","4.33","4.15","17.84K","3.37%"
"07/14/2013","4.16","4.01","4.16","4.00","3.21K","3.48%"
"07/07/2013","4.02","4.28","4.28","3.99","4.19K","-5.63%"
"06/30/2013","4.26","4.13","4.80","3.41","8.59K","1.91%"
"06/23/2013","4.18","4.40","4.40","4.04","14.85K","-3.91%"
"06/16/2013","4.35","4.69","4.70","4.21","24.97K","-8.23%"
"06/09/2013","4.74","4.12","4.73","3.88","39.08K","16.46%"
"06/02/2013","4.07","3.81","4.17","3.76","13.16K","4.09%"
"05/26/2013","3.91","3.42","4.01","3.42","6.74K","11.40%"
"05/19/2013","3.51","3.51","3.53","3.15","8.43K","0.57%"
"05/12/2013","3.49","3.26","3.68","3.20","4.26K","4.80%"
"05/05/2013","3.33","3.73","3.73","3.34","1.53K","-10.72%"
"04/28/2013","3.73","3.31","3.64","2.91","0.39K","22.30%"
"04/21/2013","3.05","2.80","3.09","2.71","1.15K","-1.93%"
"04/14/2013","3.11","4.70","5.00","2.49","6.14K","-33.83%"
"04/07/2013","4.70","5.04","5.17","4.19","7.32K","-7.84%"
"03/31/2013","5.10","4.67","5.09","4.67","2.84K","7.59%"
"03/24/2013","4.74","4.16","4.87","4.16","4.83K","16.18%"
"03/17/2013","4.08","3.60","4.46","3.38","21.57K","9.97%"
"03/10/2013","3.71","4.11","4.11","3.38","20.97K","-11.24%"
"03/03/2013","4.18","4.65","4.65","4.07","11.25K","-8.53%"
"02/24/2013","4.57","4.95","4.95","4.05","9.20K","-9.86%"
"02/17/2013","5.07","4.98","5.34","4.16","13.59K","0.20%"
"02/10/2013","5.06","4.30","5.20","4.20","1.54K","14.22%"
"02/03/2013","4.43","3.97","4.62","3.97","1.22K","5.23%"
"01/27/2013","4.21","4.03","4.17","3.22","1.88K","5.25%"
"01/20/2013","4.00","4.88","5.40","3.23","9.96K","-19.52%"
"01/13/2013","4.97","5.69","5.98","4.96","11.40K","-13.11%"
"01/06/2013","5.72","6.34","6.47","5.68","16.24K","-6.84%"
"12/30/2012","6.14","6.44","6.55","6.11","6.17K","-5.54%"
"12/23/2012","6.50","6.86","6.86","6.50","0.21K","-7.14%"
"12/16/2012","7.00","6.64","7.21","6.23","12.07K","6.54%"
"12/09/2012","6.57","6.70","7.13","6.52","128.47K","-3.10%"
"12/02/2012","6.78","6.08","6.84","5.61","146.45K","9.35%"
"11/25/2012","6.20","7.01","7.02","5.89","71.35K","-11.55%"
"11/18/2012","7.01","6.79","7.03","6.52","2.60K","1.74%"
"11/11/2012","6.89","8.35","8.75","6.87","1.00K","-17.19%"
"11/04/2012","8.32","8.11","8.33","8.07","0.76K","2.72%"
"10/28/2012","8.10","7.83","8.18","7.80","1.02K","3.05%"
"10/21/2012","7.86","7.91","7.98","7.56","2.43K","-1.01%"
"10/14/2012","7.94","7.68","8.22","7.65","9.09K","1.79%"
"10/07/2012","7.80","7.71","7.97","7.65","0.11K","0.39%"
"09/30/2012","7.77","7.88","7.92","7.53","0.42K","-2.02%"
"09/23/2012","7.93","7.38","8.05","7.21","1.35K","7.02%"
"09/16/2012","7.41","7.39","7.63","7.26","0.84K","0.14%"
"09/09/2012","7.40","8.36","8.36","7.70","2.11K","-11.16%"
"09/02/2012","8.33","8.15","8.35","8.00","3.92K","3.74%"
"08/26/2012","8.03","8.06","8.30","7.52","0.46K","-1.23%"
"08/19/2012","8.13","7.88","8.09","7.84","0.40K","6.14%"
"08/12/2012","7.66","7.30","7.62","7.30","2.56K","6.98%"
"08/05/2012","7.16","7.04","7.25","7.03","0.54K","1.42%"
"07/29/2012","7.06","6.55","7.20","6.50","3.70K","2.92%"
"07/22/2012","6.86","7.12","7.24","6.60","3.86K","-3.11%"
"07/15/2012","7.08","7.70","7.70","6.73","3.75K","-6.72%"
"07/08/2012","7.59","7.91","8.00","7.48","7.58K","-5.01%"
"07/01/2012","7.99","8.20","8.24","8.20","0.90K","-2.56%"
"06/24/2012","8.20","7.77","8.37","7.76","2.09K","1.36%"
"06/17/2012","8.09","7.27","8.09","7.27","2.02K","11.89%"
"06/10/2012","7.23","6.65","7.20","6.59","0.89K","9.55%"
"06/03/2012","6.60","6.40","6.55","6.40","0.26K","3.45%"
"05/27/2012","6.38","6.88","6.88","6.16","3.03K","-6.18%"
"05/20/2012","6.80","6.44","6.86","6.44","1.62K","7.42%"
"05/13/2012","6.33","6.44","6.55","6.25","1.79K","-5.94%"
"05/06/2012","6.73","6.48","6.81","6.48","0.50K","1.97%"
"04/29/2012","6.60","7.32","7.50","6.64","2.07K","-8.84%"
"04/22/2012","7.24","7.25","7.27","6.97","1.28K","-1.09%"
"04/15/2012","7.32","6.85","7.38","6.76","1.62K","2.81%"
"04/08/2012","7.12","6.52","7.20","6.52","0.93K","6.59%"
"04/01/2012","6.68","6.89","6.89","5.89","0.80K","-4.30%"
"03/25/2012","6.98","6.66","7.20","6.50","2.47K","1.60%"
"03/18/2012","6.87","7.66","7.66","6.67","6.71K","-9.61%"
"03/11/2012","7.60","7.74","8.02","7.52","6.67K","-3.80%"
"03/04/2012","7.90","8.68","8.70","7.67","5.48K","-10.53%"
"02/26/2012","8.83","9.25","9.35","8.45","2.13K","-3.92%"
"02/19/2012","9.19","8.74","9.20","8.45","1.89K","1.66%"
"02/12/2012","9.04","7.63","9.10","7.45","2.95K","17.25%"
"02/05/2012","7.71","8.45","8.52","7.54","3.48K","-7.00%"
"01/29/2012","8.29","7.75","8.61","7.56","4.51K","4.02%"
"01/22/2012","7.97","6.89","7.90","6.76","7.15K","13.53%"
"01/15/2012","7.02","6.48","7.15","6.45","3.41K","4.31%"
"01/08/2012","6.73","6.85","7.02","6.72","1.81K","6.83%"
"01/01/2012","6.30","6.60","6.60","6.15","3.47K","-9.61%"
"12/25/2011","6.97","7.70","7.70","6.95","0.42K","-11.21%"
"12/18/2011","7.85","6.77","9.00","6.50","4.63K","16.30%"
"12/11/2011","6.75","7.84","8.32","6.30","59.18K","-13.90%"
"12/04/2011","7.84","7.85","7.99","6.77","67.49K","0.26%"
"11/27/2011","7.82","8.39","8.58","7.60","52.26K","1.69%"
"11/20/2011","7.69","8.85","9.11","6.98","0.96K","-17.58%"
"11/13/2011","9.33","10.09","10.09","9.26","0.76K","-7.72%"
"11/06/2011","10.11","9.76","9.80","9.69","0.13K","7.67%"
"10/30/2011","9.39","10.12","10.12","9.56","1.10K","-9.45%"
"10/23/2011","10.37","10.48","10.48","10.20","1.25K","0.58%"
"10/16/2011","10.31","10.53","10.53","9.99","3.69K","-0.48%"
"10/09/2011","10.36","10.48","10.78","10.23","1.81K","-0.38%"
"10/02/2011","10.40","10.25","10.52","9.75","3.53K","-2.44%"
"09/25/2011","10.66","11.01","11.02","10.40","3.77K","-5.41%"
"09/18/2011","11.27","11.97","11.98","10.92","1.29K","-6.55%"
"09/11/2011","12.06","11.53","12.32","11.53","1.36K","2.29%"
"09/04/2011","11.79","12.25","12.35","11.73","1.06K","-5.76%"
"08/28/2011","12.51","12.96","13.36","12.69","0.87K","-4.14%"
"08/21/2011","13.05","12.33","13.05","12.33","0.47K","5.58%"
"08/14/2011","12.36","12.09","13.00","12.04","1.70K","0.24%"
"08/07/2011","12.33","10.56","12.30","10.56","1.39K","16.54%"
"07/31/2011","10.58","12.15","12.15","10.50","0.43K","-12.63%"
"07/24/2011","12.11","12.87","12.87","12.00","0.26K","-5.69%"
"07/17/2011","12.84","12.05","12.97","12.05","1.14K","4.73%"
"07/10/2011","12.26","11.99","12.35","11.59","0.47K","-2.23%"
"07/03/2011","12.54","13.35","13.35","12.32","0.13K","-4.35%"
"06/26/2011","13.11","12.22","13.19","12.10","0.35K","8.62%"
"06/19/2011","12.07","15.16","15.17","13.25","2.29K","-21.62%"
"06/12/2011","15.40","16.30","16.41","15.55","2.76K","-5.93%"
"06/05/2011","16.37","16.43","16.43","16.20","1.96K","-0.97%"
"05/29/2011","16.53","16.88","16.93","16.25","1.59K","-0.42%"
"05/22/2011","16.60","16.00","16.54","15.90","3.86K","3.81%"
"05/15/2011","15.99","15.99","15.99","15.99","","-2.38%"
"05/08/2011","16.38","17.20","17.20","16.43","0.89K","-1.68%"
"05/01/2011","16.66","16.60","16.82","16.45","0.50K","-0.24%"
"04/24/2011","16.70","16.52","16.75","16.52","0.21K","1.21%"
"04/17/2011","16.50","16.30","16.51","16.17","0.10K","-1.14%"
"04/10/2011","16.69","16.20","16.70","16.20","0.69K","0.54%"
"04/03/2011","16.60","16.55","16.85","16.55","0.18K","-0.90%"
"03/27/2011","16.75","16.57","17.02","16.56","3.66K","2.57%"
"03/20/2011","16.33","16.55","16.75","15.99","9.19K","-2.57%"
"03/13/2011","16.76","15.60","17.20","15.60","3.22K","9.54%"
"03/06/2011","15.30","15.25","15.50","15.15","1.30K","-1.29%"
"02/27/2011","15.50","15.12","15.25","15.05","0.36K","1.91%"
"02/20/2011","15.21","14.90","15.05","14.90","2.22K","3.96%"
"02/13/2011","14.63","14.39","14.65","14.39","1.44K","-0.27%"
"02/06/2011","14.67","14.67","14.67","14.67","0.04K","1.24%"
"01/30/2011","14.49","14.49","14.49","14.49","","-0.34%"
"01/23/2011","14.54","14.54","14.54","14.54","0.01K","1.96%"
"01/16/2011","14.26","14.35","14.35","14.35","0.05K","-0.07%"
"01/09/2011","14.27","14.27","14.27","14.27","0.03K","-0.97%"
"01/02/2011","14.41","14.41","14.41","14.41","","2.78%"
"12/26/2010","14.02","14.02","14.02","14.02","","1.08%"
"12/19/2010","13.87","13.85","14.05","13.70","4.58K","-0.79%"
"12/12/2010","13.98","14.65","14.83","13.97","47.68K","-4.18%"
"12/05/2010","14.59","14.89","14.94","14.35","42.70K","-1.08%"
"11/28/2010","14.75","15.00","15.07","14.53","44.65K","-2.19%"
"11/21/2010","15.08","14.99","15.37","14.85","49.95K","0.80%"
"11/14/2010","14.96","14.95","15.13","14.56","53.02K","0.40%"
"11/07/2010","14.90","14.50","15.01","14.15","50.78K","2.69%"
"10/31/2010","14.51","14.59","14.88","14.34","43.13K","-0.82%"
"10/24/2010","14.63","15.10","15.21","14.59","44.29K","-2.92%"
"10/17/2010","15.07","15.44","15.50","14.78","53.88K","-2.46%"
"10/10/2010","15.45","15.68","15.90","15.35","42.98K","-0.77%"
"10/03/2010","15.57","15.30","15.62","15.21","36.74K","1.37%"
"09/26/2010","15.36","15.39","15.76","15.22","32.98K","0.85%"
"09/19/2010","15.23","15.03","15.03","15.03","0.01K","-0.20%"
"09/12/2010","15.26","15.26","15.26","15.26","","0.20%"
"09/05/2010","15.23","15.23","15.23","15.23","","-2.93%"
"08/29/2010","15.69","15.69","15.69","15.69","","3.09%"
"08/22/2010","15.22","15.22","15.22","15.22","","1.47%"
"08/15/2010","15.00","15.00","15.00","15.00","","4.02%"
"08/08/2010","14.42","14.42","14.42","14.42","","1.76%"
"08/01/2010","14.17","14.17","14.17","14.17","","0.64%"
"07/25/2010","14.08","14.08","14.08","14.08","","1.00%"
"07/18/2010","13.94","13.94","13.94","13.94","","-1.76%"
"07/11/2010","14.19","14.19","14.19","14.19","0.01K","-2.47%"
"07/04/2010","14.55","14.55","14.55","14.55","","-4.84%"
"06/27/2010","15.29","15.29","15.29","15.29","0.20K","0.07%"
"06/20/2010","15.28","15.28","15.28","15.28","0.02K","-2.18%"
"06/13/2010","15.62","15.55","15.55","15.55","0.00K","0.58%"
"06/06/2010","15.53","15.53","15.53","15.53","","1.84%"
"05/30/2010","15.25","15.25","15.25","15.25","","1.53%"
"05/23/2010","15.02","15.02","15.02","15.02","","1.76%"
"05/16/2010","14.76","14.76","14.76","14.76","","-5.14%"
"05/09/2010","15.56","15.56","15.56","15.56","0.10K","0.91%"
"05/02/2010","15.42","15.42","15.42","15.42","","-2.65%"
"04/25/2010","15.84","15.84","15.84","15.84","","6.67%"
"04/18/2010","14.85","14.85","14.85","14.85","0.15K","3.77%"
"04/11/2010","14.31","14.31","14.31","14.31","0.04K","5.30%"
"04/04/2010","13.59","13.59","13.59","13.59","","4.70%"
"03/28/2010","12.98","12.98","12.98","12.98","","1.33%"
"03/21/2010","12.81","12.81","12.81","12.81","","-1.16%"
"03/14/2010","12.96","12.96","12.96","12.96","0.00K","1.57%"
"03/07/2010","12.76","12.76","12.76","12.76","0.14K","-3.04%"
"02/28/2010","13.16","13.16","13.16","13.16","","2.33%"
"02/21/2010","12.86","12.86","12.86","12.86","","4.05%"
"02/14/2010","12.36","13.20","13.20","13.20","0.02K","-3.59%"
"02/07/2010","12.82","12.82","12.82","12.82","0.05K","-2.21%"
"01/31/2010","13.11","13.11","13.11","13.11","0.50K","3.15%"
"01/24/2010","12.71","13.49","13.49","13.49","0.00K","-2.00%"
"01/17/2010","12.97","12.97","12.97","12.97","","-1.97%"
"01/10/2010","13.23","13.23","13.23","13.23","","3.20%"
"01/03/2010","12.82","12.82","12.82","12.82","","4.14%"
"12/27/2009","12.31","12.31","12.31","12.31","","-1.91%"
"12/20/2009","12.55","12.55","12.55","12.55","","-6.27%"
"12/13/2009","13.39","14.35","14.72","13.50","4.28K","-6.75%"
"12/06/2009","14.36","14.10","14.93","13.95","38.71K","1.70%"
"11/29/2009","14.12","13.18","14.16","12.97","34.44K","7.13%"
"11/22/2009","13.18","13.09","13.22","12.47","51.65K","0.84%"
"11/15/2009","13.07","13.35","13.78","12.98","40.90K","-2.54%"
"11/08/2009","13.41","14.05","14.05","13.17","53.01K","-4.01%"
"11/01/2009","13.97","14.71","14.71","13.95","40.96K","-3.92%"
"10/25/2009","14.54","14.31","14.90","14.07","42.91K","1.04%"
"10/18/2009","14.39","14.24","15.04","14.09","52.67K","1.77%"
"10/11/2009","14.14","13.93","14.81","13.78","46.34K","2.61%"
"10/04/2009","13.78","12.95","13.95","12.92","50.03K","5.59%"
"09/27/2009","13.05","13.50","13.54","12.90","42.33K","-0.08%"
"09/20/2009","13.06","13.80","13.90","13.10","0.40K","-3.97%"
"09/13/2009","13.60","13.60","13.60","13.60","","-6.40%"
"09/06/2009","14.53","14.53","14.53","14.53","","-4.28%"
"08/30/2009","15.18","15.18","15.18","15.18","","0.33%"
"08/23/2009","15.13","15.30","15.30","15.30","0.05K","-1.24%"
"08/16/2009","15.32","15.05","15.10","15.05","0.31K","6.98%"
"08/09/2009","14.32","14.32","14.32","14.32","0.01K","0.42%"
"08/02/2009","14.26","14.26","14.26","14.26","","4.39%"
"07/26/2009","13.66","13.66","13.66","13.66","","-4.27%"
"07/19/2009","14.27","14.27","14.27","14.27","0.01K","1.78%"
"07/12/2009","14.02","14.02","14.02","14.02","","0.65%"
"07/05/2009","13.93","13.93","13.93","13.93","","7.48%"
"06/28/2009","12.96","12.96","12.96","12.96","","-2.19%"
"06/21/2009","13.25","13.25","13.25","13.25","","0.76%"
"06/14/2009","13.15","13.15","13.15","13.15","","2.33%"
"06/07/2009","12.85","12.85","12.85","12.85","","-7.49%"
"05/31/2009","13.89","13.89","13.89","13.89","","-5.19%"
"05/24/2009","14.65","14.65","14.65","14.65","","-1.61%"
"05/17/2009","14.89","14.89","14.89","14.89","","7.82%"
"05/10/2009","13.81","13.81","13.81","13.81","","-9.32%"
"05/03/2009","15.23","15.23","15.23","15.23","","7.63%"
"04/26/2009","14.15","14.15","14.15","14.15","","4.81%"
"04/19/2009","13.50","13.50","13.50","13.50","","-0.74%"
"04/12/2009","13.60","13.60","13.60","13.60","0.03K","4.13%"
"04/05/2009","13.06","13.06","13.06","13.06","","7.22%"
"03/29/2009","12.18","10.85","10.85","10.85","0.03K","11.74%"
"03/22/2009","10.90","11.25","11.25","10.05","5.57K","-0.55%"
"03/15/2009","10.96","11.91","11.91","11.91","3.36K","-9.05%"
"03/08/2009","12.05","10.88","12.05","10.50","0.65K","13.15%"
"03/01/2009","10.65","10.50","11.85","10.50","0.08K","6.93%"
"02/22/2009","9.96","9.96","9.96","9.96","","2.05%"
"02/15/2009","9.76","8.50","10.65","8.50","0.16K","15.50%"
"02/08/2009","8.45","9.95","9.95","9.95","0.01K","-14.39%"
"02/01/2009","9.87","11.07","11.07","10.42","0.22K","-14.69%"
"01/25/2009","11.57","11.90","11.90","11.70","1.28K","1.49%"
"01/18/2009","11.40","12.05","12.05","12.05","0.09K","-7.47%"
"01/11/2009","12.32","13.75","13.75","12.43","0.12K","-12.06%"
"01/04/2009","14.01","15.05","15.05","14.25","0.03K","-7.22%"
"12/28/2008","15.10","15.10","15.10","15.10","","-1.18%"
"12/21/2008","15.28","16.01","16.01","16.01","0.00K","-0.07%"
"12/14/2008","15.29","15.15","15.65","15.15","4.62K","2.76%"
"12/07/2008","14.88","14.30","15.15","13.80","15.29K","8.45%"
"11/30/2008","13.72","15.30","16.10","13.50","17.44K","-11.60%"
"11/23/2008","15.52","14.90","16.36","14.86","24.60K","3.26%"
"11/16/2008","15.03","17.60","17.60","14.78","34.28K","-13.77%"
"11/09/2008","17.43","18.90","19.20","17.25","32.11K","-6.74%"
"11/02/2008","18.69","18.25","19.15","17.75","36.62K","4.18%"
"10/26/2008","17.94","19.15","19.15","17.10","43.39K","-6.27%"
"10/19/2008","19.14","21.80","22.26","18.55","53.59K","-11.72%"
"10/12/2008","21.68","22.44","23.62","21.50","35.60K","-1.63%"
"10/05/2008","22.04","22.55","22.84","21.31","44.31K","-4.46%"
"09/28/2008","23.07","24.31","24.39","21.57","37.99K","-5.64%"
"09/21/2008","24.45","25.10","25.35","24.25","30.68K","-0.93%"
"09/14/2008","24.68","23.25","24.87","22.21","33.14K","3.26%"
"09/07/2008","23.90","24.20","24.75","22.57","33.94K","-2.05%"
"08/31/2008","24.40","25.17","25.43","24.30","20.02K","-3.14%"
"08/24/2008","25.19","24.30","25.47","24.03","14.63K","2.48%"
"08/17/2008","24.58","23.49","25.10","23.36","21.74K","5.99%"
"08/10/2008","23.19","22.89","24.40","22.30","24.03K","2.57%"
"08/03/2008","22.61","21.35","23.39","20.41","34.34K","5.75%"
"07/27/2008","21.38","24.95","24.95","20.71","33.39K","-14.27%"
"07/20/2008","24.94","24.65","25.60","24.31","32.51K","1.80%"
"07/13/2008","24.50","27.60","27.65","24.20","34.59K","-10.75%"
"07/06/2008","27.45","27.70","27.77","25.20","46.08K","-0.69%"
"06/29/2008","27.64","28.70","29.69","26.82","36.02K","-2.47%"
"06/22/2008","28.34","27.59","28.60","27.30","27.58K","3.39%"
"06/15/2008","27.41","26.95","28.09","26.65","24.89K","1.52%"
"06/08/2008","27.00","28.07","28.45","26.77","30.49K","-1.96%"
"06/01/2008","27.54","26.10","27.58","25.89","36.85K","5.52%"
"05/25/2008","26.10","26.01","26.85","25.86","21.82K","-0.04%"
"05/18/2008","26.11","24.99","26.55","24.99","21.94K","4.90%"
"05/11/2008","24.89","25.30","25.80","24.35","19.39K","-1.11%"
"05/04/2008","25.17","25.10","25.45","24.80","12.12K","2.73%"
"04/27/2008","24.50","24.93","25.05","23.52","16.54K","-0.97%"
"04/20/2008","24.74","24.60","25.67","24.20","27.44K","0.94%"
"04/13/2008","24.51","24.25","25.38","24.18","24.28K","0.53%"
"04/06/2008","24.38","23.18","24.62","23.18","20.71K","4.59%"
"03/30/2008","23.31","21.72","24.05","21.56","16.68K","7.12%"
"03/23/2008","21.76","21.77","22.79","21.68","20.11K","-0.96%"
"03/16/2008","21.97","22.20","22.29","20.90","20.96K","-1.08%"
"03/09/2008","22.21","21.26","22.69","21.25","15.54K","3.88%"
"03/02/2008","21.38","21.55","21.58","20.30","19.98K","0.33%"
"02/24/2008","21.31","21.90","21.90","20.88","18.23K","-0.79%"
"02/17/2008","21.48","20.89","22.10","20.68","22.62K","2.92%"
"02/10/2008","20.87","20.80","21.10","19.61","20.88K","2.35%"
"02/03/2008","20.39","19.15","21.00","18.76","27.72K","6.09%"
"01/27/2008","19.22","20.80","21.10","18.71","22.13K","-8.65%"
"01/20/2008","21.04","22.20","22.23","18.60","38.42K","-5.57%"
"01/13/2008","22.28","23.00","23.71","22.01","22.26K","-3.59%"
"01/06/2008","23.11","23.25","24.00","22.85","17.94K","-1.87%"
"12/30/2007","23.55","22.10","23.71","22.10","12.69K","6.03%"
"12/23/2007","22.21","21.93","22.31","21.49","2.77K","1.28%"
"12/16/2007","21.93","0.03","22.60","0.00","7.53K","73,000.00%"
"12/09/2007","0.03","0.02","0.04","0.02","","0.00%"
"12/02/2007","0.03","0.04","0.04","0.02","","200.00%"
"11/25/2007","0.01","0.07","0.07","0.01","","-87.50%"
"11/18/2007","0.08","0.08","0.11","0.07","","0.00%"
"11/11/2007","0.08","0.10","0.10","0.09","","-20.00%"
"11/04/2007","0.10","0.08","0.12","0.06","","25.00%"
"10/28/2007","0.08","0.07","0.11","0.07","","14.29%"
"10/21/2007","0.07","0.07","0.07","0.07","","0.00%"
"10/14/2007","0.07","0.06","0.06","0.06","","0.00%"
"10/07/2007","0.07","0.06","0.10","0.06","","-36.36%"
"09/30/2007","0.11","0.06","0.12","0.06","","37.50%"
"09/23/2007","0.08","0.07","0.08","0.07","","0.00%"
"09/16/2007","0.08","0.07","0.09","0.05","","14.29%"
"09/09/2007","0.07","0.07","0.09","0.07","","-30.00%"
"09/02/2007","0.10","0.10","0.10","0.10","","0.00%"
"08/26/2007","0.10","0.09","0.12","0.09","","-9.09%"
"08/19/2007","0.11","0.11","0.12","0.11","","0.00%"
"08/12/2007","0.11","0.10","0.12","0.10","","10.00%"
"08/05/2007","0.10","0.10","0.11","0.08","","11.11%"
"07/29/2007","0.09","0.11","0.11","0.08","","-25.00%"
"07/22/2007","0.12","0.12","0.13","0.11","","-7.69%"
